Date,Season,Week,Home,Visitor,HT,FT,Total Goal,Goal Difference,Result,Home Red Card,Visitor Red Card
06/12/1992,1992,14,MKE Ankaragucu,Konyaspor,4-0,8-0,8,8,H,0,0
06/12/1992,1992,14,Bursaspor,Kayseri Erciyesspor,1-0,1-0,1,1,H,0,0
06/12/1992,1992,14,Fenerbahce,Karsiyaka,2-1,7-1,8,6,H,0,0
06/12/1992,1992,14,Aydinspor,Gaziantepspor,0-0,0-0,0,0,D,0,0
06/12/1992,1992,14,Kocaelispor,Genclerbirligi,0-0,1-1,2,0,D,0,0
06/12/1992,1992,14,Altay,Sariyer,0-0,0-0,0,0,D,0,0
20/12/1992,1992,15,Konyaspor,Altay,1-0,2-2,4,0,D,0,0
20/12/1992,1992,15,Kayseri Erciyesspor,Fenerbahce,0-1,0-3,3,-3,A,0,0
20/12/1992,1992,15,Sariyer,Aydinspor,0-0,4-1,5,3,H,0,0
20/12/1992,1992,15,Gaziantepspor,Trabzonspor,0-0,1-2,3,-1,A,0,0
20/12/1992,1992,15,Galatasaray,MKE Ankaragucu,2-0,3-0,3,3,H,0,0
20/12/1992,1992,15,Bakirkoyspor,Bursaspor,0-0,2-1,3,1,H,0,0
20/12/1992,1992,15,Genclerbirligi,Besiktas,0-0,0-0,0,0,D,0,0
20/12/1992,1992,15,Karsiyaka,Kocaelispor,0-2,0-4,4,-4,A,0,0
27/12/1992,1992,12,Galatasaray,Kocaelispor,0-1,1-1,2,0,D,0,0
23/01/1993,1992,16,Konyaspor,Aydinspor,2-0,5-2,7,3,H,0,0
23/01/1993,1992,16,MKE Ankaragucu,Altay,0-0,2-0,2,2,H,1,1
23/01/1993,1992,16,Bakirkoyspor,Fenerbahce,0-1,1-3,4,-2,A,0,1
23/01/1993,1992,16,Galatasaray,Genclerbirligi,2-0,5-2,7,3,H,0,0
23/01/1993,1992,16,Karsiyaka,Besiktas,1-1,2-2,4,0,D,0,0
23/01/1993,1992,16,Kayseri Erciyesspor,Kocaelispor,0-0,0-0,0,0,D,0,0
23/01/1993,1992,16,Sariyer,Trabzonspor,2-1,2-2,4,0,D,0,0
23/01/1993,1992,16,Gaziantepspor,Bursaspor,1-0,1-0,1,1,H,0,0
31/01/1993,1992,17,Aydinspor,MKE Ankaragucu,1-0,2-0,2,2,H,0,0
31/01/1993,1992,17,Kocaelispor,Bakirkoyspor,1-0,1-0,1,1,H,0,0
31/01/1993,1992,17,Fenerbahce,Gaziantepspor,0-1,1-1,2,0,D,1,1
31/01/1993,1992,17,Besiktas,Kayseri Erciyesspor,0-0,1-0,1,1,H,0,0
31/01/1993,1992,17,Altay,Galatasaray,0-0,1-0,1,1,H,0,0
31/01/1993,1992,17,Trabzonspor,Konyaspor,2-0,4-1,5,3,H,0,0
31/01/1993,1992,17,Genclerbirligi,Karsiyaka,0-0,1-1,2,0,D,0,0
31/01/1993,1992,17,Bursaspor,Sariyer,0-0,1-0,1,1,H,0,0
06/02/1993,1992,18,Sariyer,Fenerbahce,1-1,2-4,6,-2,A,0,0
06/02/1993,1992,18,MKE Ankaragucu,Trabzonspor,2-1,5-2,7,3,H,0,0
07/02/1993,1992,18,Gaziantepspor,Kocaelispor,0-0,0-2,2,-2,A,0,0
07/02/1993,1992,18,Altay,Aydinspor,0-0,0-0,0,0,D,0,0
07/02/1993,1992,18,Bakirkoyspor,Besiktas,1-2,3-6,9,-3,A,0,0
07/02/1993,1992,18,Galatasaray,Karsiyaka,2-0,4-1,5,3,H,0,0
07/02/1993,1992,18,Kayseri Erciyesspor,Genclerbirligi,1-0,1-0,1,1,H,0,0
07/02/1993,1992,18,Konyaspor,Bursaspor,0-0,1-1,2,0,D,0,0
13/02/1993,1992,19,Besiktas,Gaziantepspor,1-0,2-0,2,2,H,0,0
14/02/1993,1992,19,Fenerbahce,Konyaspor,1-0,5-2,7,3,H,0,0
14/02/1993,1992,19,Karsiyaka,Kayseri Erciyesspor,0-0,0-1,1,-1,A,1,1
14/02/1993,1992,19,Genclerbirligi,Bakirkoyspor,0-0,1-0,1,1,H,0,0
14/02/1993,1992,19,Aydinspor,Galatasaray,1-2,1-3,4,-2,A,0,0
14/02/1993,1992,19,Kocaelispor,Sariyer,0-1,1-3,4,-2,A,0,0
14/02/1993,1992,19,Bursaspor,MKE Ankaragucu,1-0,1-1,2,0,D,0,0
14/02/1993,1992,19,Trabzonspor,Altay,0-0,1-0,1,1,H,0,0
20/02/1993,1992,20,Galatasaray,Kayseri Erciyesspor,1-1,4-2,6,2,H,0,0
21/02/1993,1992,20,Gaziantepspor,Genclerbirligi,2-0,4-0,4,4,H,0,0
21/02/1993,1992,20,Konyaspor,Kocaelispor,0-0,1-1,2,0,D,0,0
21/02/1993,1992,20,MKE Ankaragucu,Fenerbahce,0-2,0-4,4,-4,A,0,0
21/02/1993,1992,20,Aydinspor,Trabzonspor,1-0,1-1,2,0,D,0,0
21/02/1993,1992,20,Bakirkoyspor,Karsiyaka,0-0,1-2,3,-1,A,0,0
21/02/1993,1992,20,Sariyer,Besiktas,0-0,0-1,1,-1,A,0,0
21/02/1993,1992,20,Altay,Bursaspor,0-0,1-3,4,-2,A,0,0
27/02/1993,1992,21,Fenerbahce,Altay,2-0,3-1,4,2,H,0,0
28/02/1993,1992,21,Genclerbirligi,Sariyer,1-0,1-0,1,1,H,0,0
28/02/1993,1992,21,Kayseri Erciyesspor,Bakirkoyspor,0-0,1-0,1,1,H,0,0
28/02/1993,1992,21,Trabzonspor,Galatasaray,1-0,1-0,1,1,H,1,0
28/02/1993,1992,21,Besiktas,Konyaspor,3-0,7-0,7,7,H,0,1
28/02/1993,1992,21,Karsiyaka,Gaziantepspor,1-0,2-3,5,-1,A,1,0
28/02/1993,1992,21,Kocaelispor,MKE Ankaragucu,1-1,2-2,4,0,D,0,0
28/02/1993,1992,21,Bursaspor,Aydinspor,0-0,1-0,1,1,H,0,0
13/03/1993,1992,22,Galatasaray,Bakirkoyspor,1-0,3-0,3,3,H,0,0
14/03/1993,1992,22,Trabzonspor,Bursaspor,1-0,3-0,3,3,H,0,0
14/03/1993,1992,22,Gaziantepspor,Kayseri Erciyesspor,2-1,2-1,3,1,H,0,1
14/03/1993,1992,22,Konyaspor,Genclerbirligi,1-0,1-1,2,0,D,0,0
14/03/1993,1992,22,MKE Ankaragucu,Besiktas,0-2,0-6,6,-6,A,0,0
14/03/1993,1992,22,Altay,Kocaelispor,1-1,1-2,3,-1,A,1,0
14/03/1993,1992,22,Aydinspor,Fenerbahce,0-1,0-2,2,-2,A,1,0
14/03/1993,1992,22,Sariyer,Karsiyaka,2-0,3-0,3,3,H,0,0
20/03/1993,1992,23,Fenerbahce,Trabzonspor,0-0,0-1,1,-1,A,0,0
20/03/1993,1992,23,Genclerbirligi,MKE Ankaragucu,2-0,2-0,2,2,H,0,1
20/03/1993,1992,23,Bursaspor,Galatasaray,1-0,1-3,4,-2,A,0,0
21/03/1993,1992,23,Kayseri Erciyesspor,Sariyer,0-1,0-3,3,-3,A,0,0
21/03/1993,1992,23,Karsiyaka,Konyaspor,1-0,2-1,3,1,H,0,0
21/03/1993,1992,23,Kocaelispor,Aydinspor,0-0,1-0,1,1,H,0,1
21/03/1993,1992,23,Besiktas,Altay,0-0,1-0,1,1,H,0,0
21/03/1993,1992,23,Bakirkoyspor,Gaziantepspor,0-0,0-0,0,0,D,0,0
03/04/1993,1992,24,Aydinspor,Besiktas,0-0,1-1,2,0,D,0,0
03/04/1993,1992,24,Galatasaray,Gaziantepspor,1-0,3-0,3,3,H,0,0
04/04/1993,1992,24,Trabzonspor,Kocaelispor,0-1,0-1,1,-1,A,0,0
04/04/1993,1992,24,Konyaspor,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,1
04/04/1993,1992,24,MKE Ankaragucu,Karsiyaka,0-2,0-5,5,-5,A,0,0
04/04/1993,1992,24,Altay,Genclerbirligi,2-0,2-0,2,2,H,0,0
04/04/1993,1992,24,Sariyer,Bakirkoyspor,0-0,0-1,1,-1,A,0,1
04/04/1993,1992,24,Bursaspor,Fenerbahce,2-0,2-1,3,1,H,0,0
11/04/1993,1992,25,Karsiyaka,Altay,0-1,0-1,1,-1,A,0,0
11/04/1993,1992,25,Kayseri Erciyesspor,MKE Ankaragucu,0-0,1-0,1,1,H,0,0
11/04/1993,1992,25,Bakirkoyspor,Konyaspor,2-0,5-0,5,5,H,0,0
11/04/1993,1992,25,Fenerbahce,Galatasaray,0-1,1-4,5,-3,A,0,1
11/04/1993,1992,25,Kocaelispor,Bursaspor,1-0,2-1,3,1,H,0,0
11/04/1993,1992,25,Besiktas,Trabzonspor,1-1,1-2,3,-1,A,0,0
11/04/1993,1992,25,Genclerbirligi,Aydinspor,1-1,4-1,5,3,H,0,0
11/04/1993,1992,25,Gaziantepspor,Sariyer,3-0,3-1,4,2,H,0,2
01/05/1993,1992,26,Bursaspor,Besiktas,0-1,0-3,3,-3,A,0,0
02/05/1993,1992,26,Trabzonspor,Genclerbirligi,1-0,3-1,4,2,H,0,0
02/05/1993,1992,26,MKE Ankaragucu,Bakirkoyspor,0-0,1-0,1,1,H,0,0
02/05/1993,1992,26,Konyaspor,Gaziantepspor,0-0,1-3,4,-2,A,0,0
02/05/1993,1992,26,Fenerbahce,Kocaelispor,2-0,4-0,4,4,H,0,0
02/05/1993,1992,26,Aydinspor,Karsiyaka,0-0,1-0,1,1,H,2,1
02/05/1993,1992,26,Altay,Kayseri Erciyesspor,0-0,3-0,3,3,H,0,0
02/05/1993,1992,26,Galatasaray,Sariyer,0-0,4-0,4,4,H,0,0
09/05/1993,1992,27,Bakirkoyspor,Altay,1-0,1-0,1,1,H,0,0
09/05/1993,1992,27,Karsiyaka,Trabzonspor,1-0,3-2,5,1,H,0,0
09/05/1993,1992,27,Kayseri Erciyesspor,Aydinspor,0-0,1-1,2,0,D,0,0
09/05/1993,1992,27,Kocaelispor,Galatasaray,0-0,0-0,0,0,D,0,0
09/05/1993,1992,27,Sariyer,Konyaspor,1-0,3-0,3,3,H,0,0
09/05/1993,1992,27,Besiktas,Fenerbahce,2-0,2-0,2,2,H,0,0
09/05/1993,1992,27,Gaziantepspor,MKE Ankaragucu,0-1,1-2,3,-1,A,0,0
09/05/1993,1992,27,Genclerbirligi,Bursaspor,1-0,2-2,4,0,D,1,0
16/05/1993,1992,28,Trabzonspor,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
16/05/1993,1992,28,MKE Ankaragucu,Sariyer,1-0,2-1,3,1,H,0,0
16/05/1993,1992,28,Kocaelispor,Besiktas,0-0,0-2,2,-2,A,0,0
16/05/1993,1992,28,Galatasaray,Konyaspor,1-0,5-0,5,5,H,0,2
16/05/1993,1992,28,Fenerbahce,Genclerbirligi,1-2,3-4,7,-1,A,0,0
16/05/1993,1992,28,Bursaspor,Karsiyaka,0-0,0-1,1,-1,A,0,1
16/05/1993,1992,28,Aydinspor,Bakirkoyspor,0-0,0-0,0,0,D,0,0
16/05/1993,1992,28,Altay,Gaziantepspor,3-0,5-0,5,5,H,0,0
22/05/1993,1992,29,Galatasaray,Besiktas,1-1,1-1,2,0,D,0,0
23/05/1993,1992,29,Konyaspor,MKE Ankaragucu,1-1,2-1,3,1,H,0,0
23/05/1993,1992,29,Bakirkoyspor,Trabzonspor,0-2,0-3,3,-3,A,1,0
23/05/1993,1992,29,Karsiyaka,Fenerbahce,1-2,2-3,5,-1,A,1,0
23/05/1993,1992,29,Kayseri Erciyesspor,Bursaspor,1-0,2-1,3,1,H,0,0
23/05/1993,1992,29,Genclerbirligi,Kocaelispor,1-1,2-3,5,-1,A,1,0
23/05/1993,1992,29,Sariyer,Altay,0-0,2-0,2,2,H,0,0
23/05/1993,1992,29,Gaziantepspor,Aydinspor,1-0,5-0,5,5,H,0,1
30/05/1993,1992,30,Trabzonspor,Gaziantepspor,4-0,6-2,8,4,H,0,0
30/05/1993,1992,30,Altay,Konyaspor,1-1,2-1,3,1,H,0,0
30/05/1993,1992,30,Aydinspor,Sariyer,2-0,2-0,2,2,H,1,0
30/05/1993,1992,30,Besiktas,Genclerbirligi,2-1,3-1,4,2,H,1,0
30/05/1993,1992,30,Bursaspor,Bakirkoyspor,1-0,3-0,3,3,H,0,0
30/05/1993,1992,30,Fenerbahce,Kayseri Erciyesspor,0-1,3-2,5,1,H,0,0
30/05/1993,1992,30,Kocaelispor,Karsiyaka,0-0,0-0,0,0,D,0,0
30/05/1993,1992,30,MKE Ankaragucu,Galatasaray,0-5,0-8,8,-8,A,0,0
28/08/1993,1993,1,Galatasaray,Zeytinburnuspor,1-0,3-0,3,3,H,0,0
29/08/1993,1993,1,Gaziantepspor,Kayseri Erciyesspor,1-0,4-0,4,4,H,0,0
29/08/1993,1993,1,Altay,Fenerbahce,0-0,1-2,3,-1,A,0,1
29/08/1993,1993,1,Trabzonspor,Bursaspor,0-1,1-1,2,0,D,0,1
29/08/1993,1993,1,Kocaelispor,Sariyer,1-1,2-1,3,1,H,0,0
29/08/1993,1993,1,Kardemir Karabukspor,Samsunspor,0-2,0-3,3,-3,A,0,0
29/08/1993,1993,1,Besiktas,Genclerbirligi,1-0,3-0,3,3,H,0,0
29/08/1993,1993,1,MKE Ankaragucu,Karsiyaka,0-0,2-0,2,2,H,0,0
05/09/1993,1993,2,Karsiyaka,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
05/09/1993,1993,2,Genclerbirligi,Altay,2-0,3-1,4,2,H,0,0
05/09/1993,1993,2,Fenerbahce,MKE Ankaragucu,2-1,4-3,7,1,H,0,0
05/09/1993,1993,2,Bursaspor,Kocaelispor,1-1,2-3,5,-1,A,0,0
05/09/1993,1993,2,Samsunspor,Galatasaray,0-1,1-1,2,0,D,0,0
05/09/1993,1993,2,Sariyer,Gaziantepspor,0-0,1-1,2,0,D,0,0
05/09/1993,1993,2,Kayseri Erciyesspor,Besiktas,2-1,3-1,4,2,H,0,0
05/09/1993,1993,2,Zeytinburnuspor,Trabzonspor,0-0,0-0,0,0,D,0,0
11/09/1993,1993,3,Besiktas,Sariyer,1-0,2-0,2,2,H,0,0
12/09/1993,1993,3,Gaziantepspor,Bursaspor,1-0,3-0,3,3,H,0,0
12/09/1993,1993,3,Altay,Kayseri Erciyesspor,1-1,3-1,4,2,H,0,0
12/09/1993,1993,3,Genclerbirligi,Fenerbahce,0-1,1-1,2,0,D,0,1
12/09/1993,1993,3,Kardemir Karabukspor,MKE Ankaragucu,1-1,2-2,4,0,D,0,0
12/09/1993,1993,3,Kocaelispor,Zeytinburnuspor,0-0,1-0,1,1,H,0,0
12/09/1993,1993,3,Trabzonspor,Samsunspor,2-0,4-0,4,4,H,0,0
12/09/1993,1993,3,Galatasaray,Karsiyaka,0-0,2-0,2,2,H,0,0
19/09/1993,1993,4,Fenerbahce,Kardemir Karabukspor,4-1,4-1,5,3,H,0,0
19/09/1993,1993,4,Bursaspor,Besiktas,0-0,0-0,0,0,D,0,0
19/09/1993,1993,4,Karsiyaka,Trabzonspor,0-0,1-0,1,1,H,0,0
19/09/1993,1993,4,Kayseri Erciyesspor,Genclerbirligi,0-2,1-3,4,-2,A,0,1
19/09/1993,1993,4,MKE Ankaragucu,Galatasaray,1-3,2-4,6,-2,A,0,0
19/09/1993,1993,4,Samsunspor,Kocaelispor,2-1,3-2,5,1,H,1,0
19/09/1993,1993,4,Sariyer,Altay,0-0,1-0,1,1,H,1,0
19/09/1993,1993,4,Zeytinburnuspor,Gaziantepspor,3-1,3-1,4,2,H,0,0
25/09/1993,1993,5,Trabzonspor,MKE Ankaragucu,1-0,1-1,2,0,D,0,0
25/09/1993,1993,5,Kocaelispor,Karsiyaka,1-0,1-0,1,1,H,0,0
25/09/1993,1993,5,Galatasaray,Kardemir Karabukspor,0-0,0-0,0,0,D,0,0
26/09/1993,1993,5,Gaziantepspor,Samsunspor,0-0,1-1,2,0,D,0,0
26/09/1993,1993,5,Genclerbirligi,Sariyer,0-1,3-1,4,2,H,0,0
26/09/1993,1993,5,Kayseri Erciyesspor,Fenerbahce,1-0,1-1,2,0,D,0,0
26/09/1993,1993,5,Besiktas,Zeytinburnuspor,0-1,2-2,4,0,D,0,0
26/09/1993,1993,5,Altay,Bursaspor,0-0,0-0,0,0,D,0,0
02/10/1993,1993,6,Fenerbahce,Galatasaray,1-0,2-0,2,2,H,0,2
03/10/1993,1993,6,Samsunspor,Besiktas,0-0,0-0,0,0,D,0,0
03/10/1993,1993,6,Kardemir Karabukspor,Trabzonspor,0-1,0-2,2,-2,A,0,0
03/10/1993,1993,6,MKE Ankaragucu,Kocaelispor,0-1,1-2,3,-1,A,0,0
03/10/1993,1993,6,Bursaspor,Genclerbirligi,1-3,4-3,7,1,H,0,0
03/10/1993,1993,6,Karsiyaka,Gaziantepspor,2-0,4-1,5,3,H,0,0
03/10/1993,1993,6,Sariyer,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
03/10/1993,1993,6,Zeytinburnuspor,Altay,0-1,1-1,2,0,D,0,0
09/10/1993,1993,7,Besiktas,Karsiyaka,1-0,2-0,2,2,H,0,0
10/10/1993,1993,7,Trabzonspor,Galatasaray,0-2,1-2,3,-1,A,0,0
10/10/1993,1993,7,Gaziantepspor,MKE Ankaragucu,1-0,1-2,3,-1,A,0,0
10/10/1993,1993,7,Genclerbirligi,Zeytinburnuspor,1-0,3-0,3,3,H,0,0
10/10/1993,1993,7,Altay,Samsunspor,1-1,2-3,5,-1,A,0,0
10/10/1993,1993,7,Kocaelispor,Kardemir Karabukspor,0-0,2-1,3,1,H,0,0
10/10/1993,1993,7,Sariyer,Fenerbahce,1-0,2-5,7,-3,A,0,0
10/10/1993,1993,7,Kayseri Erciyesspor,Bursaspor,1-0,2-1,3,1,H,0,1
16/10/1993,1993,8,Galatasaray,Kocaelispor,1-0,5-4,9,1,H,0,0
17/10/1993,1993,8,MKE Ankaragucu,Besiktas,0-1,1-3,4,-2,A,0,1
17/10/1993,1993,8,Kardemir Karabukspor,Gaziantepspor,1-1,2-2,4,0,D,0,0
17/10/1993,1993,8,Samsunspor,Genclerbirligi,1-0,2-2,4,0,D,1,0
17/10/1993,1993,8,Bursaspor,Sariyer,0-0,2-0,2,2,H,0,0
17/10/1993,1993,8,Karsiyaka,Altay,0-0,1-0,1,1,H,0,0
17/10/1993,1993,8,Zeytinburnuspor,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
17/10/1993,1993,8,Fenerbahce,Trabzonspor,0-0,1-1,2,0,D,0,0
31/10/1993,1993,9,Altay,MKE Ankaragucu,0-0,0-0,0,0,D,0,0
31/10/1993,1993,9,Genclerbirligi,Karsiyaka,0-0,0-0,0,0,D,0,0
31/10/1993,1993,9,Sariyer,Zeytinburnuspor,1-0,1-0,1,1,H,0,0
31/10/1993,1993,9,Kayseri Erciyesspor,Samsunspor,0-0,1-0,1,1,H,0,0
31/10/1993,1993,9,Bursaspor,Fenerbahce,0-0,0-0,0,0,D,0,0
13/11/1993,1993,10,Besiktas,Galatasaray,0-1,0-1,1,-1,A,0,0
14/11/1993,1993,10,Kardemir Karabukspor,Altay,0-1,2-1,3,1,H,0,1
14/11/1993,1993,10,Karsiyaka,Kayseri Erciyesspor,1-0,1-0,1,1,H,0,0
14/11/1993,1993,10,MKE Ankaragucu,Genclerbirligi,0-0,0-3,3,-3,A,0,0
14/11/1993,1993,10,Samsunspor,Sariyer,0-0,0-0,0,0,D,1,0
14/11/1993,1993,10,Trabzonspor,Gaziantepspor,1-0,3-1,4,2,H,0,0
14/11/1993,1993,10,Zeytinburnuspor,Bursaspor,0-0,1-0,1,1,H,0,0
14/11/1993,1993,10,Fenerbahce,Kocaelispor,0-0,0-0,0,0,D,0,0
20/11/1993,1993,11,Altay,Galatasaray,0-0,0-2,2,-2,A,0,0
20/11/1993,1993,11,Besiktas,Trabzonspor,3-0,7-1,8,6,H,0,0
21/11/1993,1993,11,Bursaspor,Samsunspor,0-0,0-1,1,-1,A,0,0
21/11/1993,1993,11,Gaziantepspor,Kocaelispor,3-1,4-2,6,2,H,0,0
21/11/1993,1993,11,Genclerbirligi,Kardemir Karabukspor,1-1,6-1,7,5,H,0,0
21/11/1993,1993,11,Kayseri Erciyesspor,MKE Ankaragucu,1-1,2-1,3,1,H,0,1
21/11/1993,1993,11,Sariyer,Karsiyaka,2-0,2-0,2,2,H,0,0
21/11/1993,1993,11,Zeytinburnuspor,Fenerbahce,0-0,0-2,2,-2,A,0,0
27/11/1993,1993,12,Fenerbahce,Gaziantepspor,2-0,4-2,6,2,H,0,0
28/11/1993,1993,12,Kocaelispor,Besiktas,1-1,1-1,2,0,D,0,0
28/11/1993,1993,12,Kardemir Karabukspor,Kayseri Erciyesspor,0-0,0-1,1,-1,A,0,0
28/11/1993,1993,12,MKE Ankaragucu,Sariyer,1-0,1-0,1,1,H,0,0
28/11/1993,1993,12,Karsiyaka,Bursaspor,1-1,1-2,3,-1,A,0,0
28/11/1993,1993,12,Trabzonspor,Altay,2-0,4-1,5,3,H,0,0
28/11/1993,1993,12,Galatasaray,Genclerbirligi,2-0,4-1,5,3,H,0,0
28/11/1993,1993,12,Samsunspor,Zeytinburnuspor,0-0,2-0,2,2,H,0,0
01/12/1993,1993,9,Gaziantepspor,Galatasaray,3-3,3-4,7,-1,A,0,0
01/12/1993,1993,9,Kocaelispor,Trabzonspor,1-1,1-2,3,-1,A,0,0
01/12/1993,1993,9,Besiktas,Kardemir Karabukspor,3-0,4-1,5,3,H,0,0
04/12/1993,1993,13,Kayseri Erciyesspor,Galatasaray,1-1,1-2,3,-1,A,0,0
05/12/1993,1993,13,Genclerbirligi,Trabzonspor,0-1,0-2,2,-2,A,0,0
05/12/1993,1993,13,Samsunspor,Fenerbahce,1-0,2-0,2,2,H,0,0
05/12/1993,1993,13,Altay,Kocaelispor,1-0,2-2,4,0,D,1,0
05/12/1993,1993,13,Bursaspor,MKE Ankaragucu,3-0,3-2,5,1,H,0,0
05/12/1993,1993,13,Sariyer,Kardemir Karabukspor,0-0,3-1,4,2,H,0,1
05/12/1993,1993,13,Zeytinburnuspor,Karsiyaka,1-2,2-3,5,-1,A,0,0
05/12/1993,1993,13,Besiktas,Gaziantepspor,1-0,1-0,1,1,H,0,1
11/12/1993,1993,14,Besiktas,Fenerbahce,1-0,1-2,3,-1,A,0,0
12/12/1993,1993,14,Karsiyaka,Samsunspor,0-1,0-2,2,-2,A,0,0
12/12/1993,1993,14,Kocaelispor,Genclerbirligi,2-0,3-0,3,3,H,0,0
12/12/1993,1993,14,MKE Ankaragucu,Zeytinburnuspor,0-1,0-3,3,-3,A,1,0
12/12/1993,1993,14,Trabzonspor,Kayseri Erciyesspor,1-0,3-1,4,2,H,0,0
12/12/1993,1993,14,Galatasaray,Sariyer,2-0,2-0,2,2,H,0,0
12/12/1993,1993,14,Gaziantepspor,Altay,1-0,1-0,1,1,H,0,0
12/12/1993,1993,14,Kardemir Karabukspor,Bursaspor,1-0,1-2,3,-1,A,1,0
18/12/1993,1993,15,Bursaspor,Galatasaray,2-0,2-1,3,1,H,0,0
18/12/1993,1993,15,Fenerbahce,Karsiyaka,1-0,1-0,1,1,H,0,0
19/12/1993,1993,15,Genclerbirligi,Gaziantepspor,1-1,3-1,4,2,H,0,0
19/12/1993,1993,15,Kayseri Erciyesspor,Kocaelispor,1-0,4-0,4,4,H,0,0
19/12/1993,1993,15,Samsunspor,MKE Ankaragucu,1-0,3-1,4,2,H,0,0
19/12/1993,1993,15,Zeytinburnuspor,Kardemir Karabukspor,0-0,3-0,3,3,H,0,0
19/12/1993,1993,15,Altay,Besiktas,2-1,3-2,5,1,H,0,0
19/12/1993,1993,15,Sariyer,Trabzonspor,0-0,0-1,1,-1,A,1,0
05/02/1994,1993,16,Fenerbahce,Altay,2-1,3-2,5,1,H,0,1
06/02/1994,1993,16,Zeytinburnuspor,Galatasaray,0-0,0-2,2,-2,A,0,0
06/02/1994,1993,16,Sariyer,Kocaelispor,0-0,0-0,0,0,D,0,0
06/02/1994,1993,16,Karsiyaka,MKE Ankaragucu,0-1,1-2,3,-1,A,0,0
06/02/1994,1993,16,Bursaspor,Trabzonspor,0-0,0-0,0,0,D,0,0
06/02/1994,1993,16,Samsunspor,Kardemir Karabukspor,3-0,5-1,6,4,H,0,0
06/02/1994,1993,16,Kayseri Erciyesspor,Gaziantepspor,1-0,1-4,5,-3,A,1,0
06/02/1994,1993,16,Genclerbirligi,Besiktas,0-0,0-1,1,-1,A,0,0
12/02/1994,1993,17,Besiktas,Kayseri Erciyesspor,1-0,1-0,1,1,H,0,0
13/02/1994,1993,17,Gaziantepspor,Sariyer,0-1,3-1,4,2,H,0,0
13/02/1994,1993,17,MKE Ankaragucu,Fenerbahce,1-0,1-2,3,-1,A,1,0
13/02/1994,1993,17,Altay,Genclerbirligi,1-0,1-0,1,1,H,0,0
13/02/1994,1993,17,Kocaelispor,Bursaspor,0-0,1-0,1,1,H,0,0
13/02/1994,1993,17,Galatasaray,Samsunspor,1-1,6-1,7,5,H,0,0
13/02/1994,1993,17,Kardemir Karabukspor,Karsiyaka,0-0,1-0,1,1,H,1,0
13/02/1994,1993,17,Trabzonspor,Zeytinburnuspor,4-0,5-0,5,5,H,0,0
19/02/1994,1993,18,Sariyer,Besiktas,0-3,0-3,3,-3,A,0,0
20/02/1994,1993,18,Bursaspor,Gaziantepspor,1-0,1-0,1,1,H,0,0
20/02/1994,1993,18,Zeytinburnuspor,Kocaelispor,1-1,2-1,3,1,H,0,0
20/02/1994,1993,18,Karsiyaka,Galatasaray,0-0,0-3,3,-3,A,1,0
20/02/1994,1993,18,MKE Ankaragucu,Kardemir Karabukspor,1-0,1-1,2,0,D,0,1
20/02/1994,1993,18,Fenerbahce,Genclerbirligi,1-0,5-0,5,5,H,0,0
20/02/1994,1993,18,Samsunspor,Trabzonspor,0-0,0-3,3,-3,A,1,0
20/02/1994,1993,18,Kayseri Erciyesspor,Altay,1-0,1-0,1,1,H,0,2
26/02/1994,1993,19,Galatasaray,MKE Ankaragucu,1-0,3-0,3,3,H,0,1
27/02/1994,1993,19,Kardemir Karabukspor,Fenerbahce,1-0,2-3,5,-1,A,0,0
27/02/1994,1993,19,Gaziantepspor,Zeytinburnuspor,0-0,1-0,1,1,H,0,0
27/02/1994,1993,19,Genclerbirligi,Kayseri Erciyesspor,3-0,4-0,4,4,H,0,0
27/02/1994,1993,19,Altay,Sariyer,1-0,2-1,3,1,H,0,0
27/02/1994,1993,19,Kocaelispor,Samsunspor,0-1,3-2,5,1,H,0,1
27/02/1994,1993,19,Besiktas,Bursaspor,0-0,0-0,0,0,D,0,1
27/02/1994,1993,19,Trabzonspor,Karsiyaka,3-0,5-0,5,5,H,0,0
05/03/1994,1993,20,Fenerbahce,Kayseri Erciyesspor,0-0,0-0,0,0,D,0,0
06/03/1994,1993,20,Kardemir Karabukspor,Galatasaray,0-0,0-0,0,0,D,0,0
06/03/1994,1993,20,MKE Ankaragucu,Trabzonspor,1-0,2-0,2,2,H,2,2
06/03/1994,1993,20,Samsunspor,Gaziantepspor,1-0,1-2,3,-1,A,0,1
06/03/1994,1993,20,Bursaspor,Altay,0-0,0-1,1,-1,A,0,0
06/03/1994,1993,20,Sariyer,Genclerbirligi,0-0,2-1,3,1,H,0,0
06/03/1994,1993,20,Zeytinburnuspor,Besiktas,1-1,2-3,5,-1,A,1,0
06/03/1994,1993,20,Karsiyaka,Kocaelispor,0-0,0-0,0,0,D,0,0
12/03/1994,1993,21,Galatasaray,Fenerbahce,1-1,2-1,3,1,H,0,0
13/03/1994,1993,21,Besiktas,Samsunspor,1-1,3-1,4,2,H,0,0
13/03/1994,1993,21,Kocaelispor,MKE Ankaragucu,2-0,2-0,2,2,H,0,0
